Fecha,TIPO CAMBIO COMPRA,TIPO DE CAMBIO VENTA
07-10-2015,528.94,541.30
08-10-2015,529.01,541.40
09-10-2015,528.99,541.36
10-10-2015,528.47,540.76
11-10-2015,528.47,540.76
12-10-2015,528.47,540.76
13-10-2015,528.47,540.76
14-10-2015,528.13,540.49
15-10-2015,528.06,540.54
16-10-2015,528.05,540.53
17-10-2015,528.01,540.46
18-10-2015,528.01,540.46
19-10-2015,528.01,540.46
20-10-2015,528.00,540.43
21-10-2015,528.09,540.52
22-10-2015,528.08,540.54
23-10-2015,528.07,540.57
24-10-2015,528.06,540.60
25-10-2015,528.06,540.60
26-10-2015,528.06,540.60
27-10-2015,528.10,540.58
28-10-2015,528.07,540.55
29-10-2015,527.93,540.38
30-10-2015,527.99,540.40
31-10-2015,528.01,540.43
01-11-2015,528.01,540.43
02-11-2015,528.01,540.43
03-11-2015,528.09,540.42
04-11-2015,528.01,540.41
05-11-2015,527.97,540.41
06-11-2015,527.95,540.37
07-11-2015,527.93,540.37
08-11-2015,527.93,540.37
09-11-2015,527.93,540.37
10-11-2015,528.01,540.41
11-11-2015,527.95,540.40
12-11-2015,527.94,540.47
13-11-2015,527.92,540.46
14-11-2015,527.94,540.44
15-11-2015,527.94,540.44
16-11-2015,527.94,540.44
17-11-2015,527.12,539.46
18-11-2015,526.62,539.04
19-11-2015,526.60,539.05
20-11-2015,526.44,538.94
21-11-2015,526.41,538.96
22-11-2015,526.41,538.96
23-11-2015,526.41,538.96
24-11-2015,526.47,538.94
25-11-2015,526.40,538.98
26-11-2015,526.45,538.95
27-11-2015,526.44,538.86
28-11-2015,526.05,538.71
29-11-2015,526.05,538.71
30-11-2015,526.05,538.71
01-12-2015,526.29,538.68
02-12-2015,526.27,538.74
03-12-2015,526.25,538.73
04-12-2015,526.36,538.77
05-12-2015,526.03,538.51
06-12-2015,526.03,538.51
07-12-2015,526.03,538.51
08-12-2015,526.10,538.47
09-12-2015,526.29,538.71
10-12-2015,526.30,538.70
11-12-2015,526.27,538.70
12-12-2015,526.26,538.71
13-12-2015,526.26,538.71
14-12-2015,526.26,538.71
15-12-2015,526.27,538.70
16-12-2015,526.21,538.69
17-12-2015,526.23,538.70
18-12-2015,526.33,538.81
19-12-2015,528.40,540.87
20-12-2015,528.40,540.87
21-12-2015,528.40,540.87
22-12-2015,530.12,542.60
23-12-2015,530.25,542.88
24-12-2015,530.43,543.04
25-12-2015,531.31,544.30
26-12-2015,531.31,544.30
27-12-2015,531.31,544.30
28-12-2015,531.31,544.30
29-12-2015,532.33,545.04
30-12-2015,532.31,545.18
31-12-2015,531.94,544.87
01-01-2016,531.94,544.87
02-01-2016,531.94,544.87
03-01-2016,531.94,544.87
04-01-2016,531.94,544.87
05-01-2016,530.77,543.79
06-01-2016,530.26,543.39
07-01-2016,530.49,543.42
08-01-2016,530.45,543.36
09-01-2016,529.76,542.60
10-01-2016,529.76,542.60
11-01-2016,529.76,542.60
12-01-2016,529.34,541.93
13-01-2016,528.71,541.33
14-01-2016,528.74,541.33
15-01-2016,528.74,541.30
16-01-2016,528.74,541.34
17-01-2016,528.74,541.34
18-01-2016,528.74,541.34
19-01-2016,528.81,541.29
20-01-2016,529.01,541.54
21-01-2016,529.01,541.56
22-01-2016,529.54,542.13
23-01-2016,529.77,542.44
24-01-2016,529.77,542.44
25-01-2016,529.77,542.44
26-01-2016,529.89,542.49
27-01-2016,530.09,542.78
28-01-2016,530.53,543.26
29-01-2016,531.29,543.92
30-01-2016,531.87,544.57
31-01-2016,531.87,544.57
01-02-2016,531.87,544.57
02-02-2016,531.99,544.65
03-02-2016,532.19,544.82
04-02-2016,532.21,544.83
05-02-2016,532.23,544.83
06-02-2016,532.08,544.74
07-02-2016,532.08,544.74
08-02-2016,532.08,544.74
09-02-2016,531.98,544.53
10-02-2016,531.44,544.20
11-02-2016,531.19,543.95
12-02-2016,530.24,542.98
13-02-2016,529.41,542.12
14-02-2016,529.41,542.12
15-02-2016,529.41,542.12
16-02-2016,529.47,542.05
17-02-2016,529.36,542.01
18-02-2016,529.59,542.16
19-02-2016,529.45,542.04
20-02-2016,529.18,541.82
21-02-2016,529.18,541.82
22-02-2016,529.18,541.82
23-02-2016,529.28,541.75
24-02-2016,529.17,541.77
25-02-2016,529.23,541.81
26-02-2016,529.23,541.82
27-02-2016,529.67,542.20
28-02-2016,529.67,542.20
29-02-2016,529.67,542.20
01-03-2016,529.68,542.22
02-03-2016,529.59,542.25
03-03-2016,529.58,542.24
04-03-2016,529.33,542.06
05-03-2016,529.43,542.09
06-03-2016,529.43,542.09
07-03-2016,529.43,542.09
08-03-2016,529.52,542.05
09-03-2016,529.40,542.02
10-03-2016,529.43,542.03
11-03-2016,529.07,541.70
12-03-2016,529.08,541.67
13-03-2016,529.08,541.67
14-03-2016,529.08,541.67
15-03-2016,528.99,541.57
16-03-2016,528.93,541.57
17-03-2016,528.94,541.54
18-03-2016,528.96,541.57
19-03-2016,528.89,541.44
20-03-2016,528.89,541.44
21-03-2016,528.89,541.44
22-03-2016,528.95,541.43
23-03-2016,528.86,541.45
24-03-2016,528.70,541.45
25-03-2016,528.70,541.45
26-03-2016,528.70,541.45
27-03-2016,528.70,541.45
28-03-2016,528.70,541.45
29-03-2016,528.70,541.36
30-03-2016,528.77,541.59
31-03-2016,529.59,542.23
01-04-2016,529.61,542.17
02-04-2016,529.64,542.23
03-04-2016,529.64,542.23
04-04-2016,529.64,542.23
05-04-2016,529.98,542.44
06-04-2016,530.30,542.81
07-04-2016,530.27,542.80
08-04-2016,530.27,542.76
09-04-2016,530.20,542.72
10-04-2016,530.20,542.72
11-04-2016,530.20,542.72
12-04-2016,530.20,542.72
13-04-2016,530.10,542.55
14-04-2016,529.62,542.10
15-04-2016,529.43,541.79
16-04-2016,529.15,541.62
17-04-2016,529.15,541.62
18-04-2016,529.15,541.62
19-04-2016,529.09,541.63
20-04-2016,529.33,541.83
21-04-2016,529.33,541.87
22-04-2016,529.26,541.86
23-04-2016,529.23,541.83
24-04-2016,529.23,541.83
25-04-2016,529.23,541.83
26-04-2016,529.33,541.83
27-04-2016,530.01,542.65
28-04-2016,530.84,543.48
29-04-2016,531.00,543.62
30-04-2016,531.49,544.03
01-05-2016,531.49,544.03
02-05-2016,531.49,544.03
03-05-2016,531.40,543.95
04-05-2016,531.19,543.73
05-05-2016,531.20,543.71
06-05-2016,531.17,543.69
07-05-2016,531.14,543.65
08-05-2016,531.14,543.65
09-05-2016,531.14,543.65
10-05-2016,531.18,543.61
11-05-2016,531.15,543.65
12-05-2016,531.03,543.48
13-05-2016,530.81,543.30
14-05-2016,530.77,543.34
15-05-2016,530.77,543.34
16-05-2016,530.77,543.34
17-05-2016,530.76,543.21
18-05-2016,530.83,543.38
19-05-2016,531.07,543.64
20-05-2016,531.09,543.63
21-05-2016,531.02,543.65
22-05-2016,531.02,543.65
23-05-2016,531.02,543.65
24-05-2016,531.32,543.86
25-05-2016,531.67,544.39
26-05-2016,532.04,544.60
27-05-2016,531.85,544.36
28-05-2016,531.69,544.17
29-05-2016,531.69,544.17
30-05-2016,531.69,544.17
31-05-2016,532.25,544.26
01-06-2016,531.98,544.50
02-06-2016,532.14,544.71
03-06-2016,532.51,544.99
04-06-2016,534.33,546.81
05-06-2016,534.33,546.81
06-06-2016,534.33,546.81
07-06-2016,535.27,547.42
08-06-2016,535.88,548.09
09-06-2016,535.90,548.12
10-06-2016,536.42,548.88
11-06-2016,536.52,549.04
12-06-2016,536.52,549.04
13-06-2016,536.52,549.04
14-06-2016,536.33,548.83
15-06-2016,536.20,548.77
16-06-2016,536.18,548.79
17-06-2016,536.14,548.76
18-06-2016,537.14,549.74
19-06-2016,537.14,549.74
20-06-2016,537.14,549.74
21-06-2016,539.81,552.54
22-06-2016,539.86,552.66
23-06-2016,540.13,552.75
24-06-2016,540.49,553.08
25-06-2016,540.33,552.90
26-06-2016,540.33,552.90
27-06-2016,540.33,552.90
28-06-2016,540.47,552.93
29-06-2016,541.63,554.11
30-06-2016,541.67,554.20
01-07-2016,541.59,554.14
02-07-2016,541.58,554.11
03-07-2016,541.58,554.11
04-07-2016,541.58,554.11
05-07-2016,541.59,554.10
06-07-2016,542.03,554.69
07-07-2016,542.15,554.84
08-07-2016,542.17,554.88
09-07-2016,542.49,555.16
10-07-2016,542.49,555.16
11-07-2016,542.49,555.16
12-07-2016,542.61,555.16
13-07-2016,542.55,555.17
14-07-2016,542.17,554.74
15-07-2016,541.51,554.16
16-07-2016,541.41,554.04
17-07-2016,541.41,554.04
18-07-2016,541.41,554.04
19-07-2016,541.48,554.02
20-07-2016,541.39,554.03
21-07-2016,541.39,554.03
22-07-2016,541.42,554.12
23-07-2016,541.36,554.30
24-07-2016,541.36,554.30
25-07-2016,541.36,554.30
26-07-2016,541.36,554.30
27-07-2016,541.42,554.16
28-07-2016,541.31,554.16
29-07-2016,542.81,555.60
30-07-2016,543.29,556.16
31-07-2016,543.29,556.16
01-08-2016,543.29,556.16
02-08-2016,543.18,555.91
03-08-2016,543.18,555.91
04-08-2016,543.19,555.87
05-08-2016,543.26,556.02
06-08-2016,543.31,556.03
07-08-2016,543.31,556.03
08-08-2016,543.31,556.03
09-08-2016,543.22,555.93
10-08-2016,543.59,556.33
11-08-2016,543.61,556.31
12-08-2016,543.64,556.41
13-08-2016,543.50,556.18
14-08-2016,543.50,556.18
15-08-2016,543.50,556.18
16-08-2016,543.50,556.18
17-08-2016,544.03,556.53
18-08-2016,543.97,556.57
19-08-2016,544.66,557.34
20-08-2016,545.11,557.80
21-08-2016,545.11,557.80
22-08-2016,545.11,557.80
23-08-2016,545.01,557.65
24-08-2016,545.02,557.63
25-08-2016,545.02,557.62
26-08-2016,546.03,558.69
27-08-2016,546.11,558.77
28-08-2016,546.11,558.77
29-08-2016,546.11,558.77
30-08-2016,546.00,558.63
31-08-2016,545.98,558.64
01-09-2016,546.00,558.63
02-09-2016,545.99,558.60
03-09-2016,546.00,558.60
04-09-2016,546.00,558.60
05-09-2016,546.00,558.60
06-09-2016,546.02,558.61
07-09-2016,545.94,558.59
08-09-2016,546.20,558.83
09-09-2016,546.35,558.96
10-09-2016,546.37,558.99
11-09-2016,546.37,558.99
12-09-2016,546.37,558.99
13-09-2016,546.53,559.10
14-09-2016,546.16,558.78
15-09-2016,545.49,558.08
16-09-2016,545.49,558.08
17-09-2016,545.26,557.76
18-09-2016,545.26,557.76
19-09-2016,545.26,557.76
20-09-2016,545.12,557.69
21-09-2016,545.20,557.77
22-09-2016,545.35,557.92
23-09-2016,545.92,558.56
24-09-2016,545.94,558.59
25-09-2016,545.94,558.59
26-09-2016,545.94,558.59
27-09-2016,545.97,558.62
28-09-2016,545.93,558.63
29-09-2016,545.95,558.61
30-09-2016,546.33,558.80
01-10-2016,546.35,558.86
02-10-2016,546.35,558.86
03-10-2016,546.35,558.86
04-10-2016,546.33,558.80
05-10-2016,546.91,559.41
06-10-2016,547.23,559.78
07-10-2016,547.25,559.76
08-10-2016,547.21,559.80
09-10-2016,547.21,559.80
10-10-2016,547.21,559.80
11-10-2016,547.23,559.76
12-10-2016,547.18,559.79
13-10-2016,547.19,559.80
14-10-2016,547.24,559.82
15-10-2016,547.26,559.82
16-10-2016,547.26,559.82
17-10-2016,547.26,559.82
18-10-2016,547.26,559.82
19-10-2016,547.32,559.82
20-10-2016,547.27,559.84
21-10-2016,547.25,559.83
22-10-2016,547.23,559.82
23-10-2016,547.23,559.82
24-10-2016,547.23,559.82
25-10-2016,547.20,559.81
26-10-2016,547.38,559.98
27-10-2016,547.40,559.99
28-10-2016,547.55,560.17
29-10-2016,547.38,560.18
30-10-2016,547.38,560.18
31-10-2016,547.38,560.18
01-11-2016,547.40,560.12
02-11-2016,547.60,560.12
03-11-2016,547.79,560.30
04-11-2016,547.94,560.43
05-11-2016,548.45,561.04
06-11-2016,548.45,561.04
07-11-2016,548.45,561.04
08-11-2016,548.71,561.27
09-11-2016,548.69,561.32
10-11-2016,549.03,561.64
11-11-2016,549.34,561.98
12-11-2016,549.13,561.81
13-11-2016,549.13,561.81
14-11-2016,549.13,561.81
15-11-2016,549.16,561.79
16-11-2016,549.13,561.80
17-11-2016,549.12,561.79
18-11-2016,548.70,561.35
19-11-2016,548.04,560.74
20-11-2016,548.04,560.74
21-11-2016,548.04,560.74
22-11-2016,547.43,559.99
23-11-2016,547.36,559.95
24-11-2016,547.34,559.90
25-11-2016,547.05,559.72
26-11-2016,546.82,559.53
27-11-2016,546.82,559.53
28-11-2016,546.82,559.53
29-11-2016,546.58,559.15
30-11-2016,545.75,558.40
01-12-2016,545.25,557.95
02-12-2016,545.17,557.88
03-12-2016,545.17,557.75
04-12-2016,545.17,557.75
05-12-2016,545.17,557.75
06-12-2016,545.24,557.77
07-12-2016,545.13,557.72
08-12-2016,545.10,557.64
09-12-2016,545.04,557.61
10-12-2016,545.01,557.60
11-12-2016,545.01,557.60
12-12-2016,545.01,557.60
13-12-2016,545.09,557.61
14-12-2016,545.06,557.64
15-12-2016,545.05,557.62
16-12-2016,545.08,557.63
17-12-2016,545.07,557.64
18-12-2016,545.07,557.64
19-12-2016,545.07,557.64
20-12-2016,545.47,557.96
21-12-2016,546.41,559.02
22-12-2016,548.32,561.04
23-12-2016,549.06,561.80
24-12-2016,548.06,560.77
25-12-2016,548.06,560.77
26-12-2016,548.06,560.77
27-12-2016,548.20,560.84
28-12-2016,548.32,561.08
29-12-2016,548.26,561.09
30-12-2016,548.18,561.10
31-12-2016,548.18,561.10
01-01-2017,548.18,561.10
02-01-2017,548.18,561.10
03-01-2017,548.14,561.10
04-01-2017,548.17,561.09
05-01-2017,548.80,561.60
06-01-2017,549.12,561.87
07-01-2017,549.27,561.98
08-01-2017,549.27,561.98
09-01-2017,549.27,561.98
10-01-2017,549.40,561.95
11-01-2017,549.33,561.94
12-01-2017,549.12,561.76
13-01-2017,548.60,561.19
14-01-2017,548.10,560.76
15-01-2017,548.10,560.76
16-01-2017,548.10,560.76
17-01-2017,548.09,560.62
18-01-2017,548.03,560.62
19-01-2017,548.04,560.60
20-01-2017,548.01,560.59
21-01-2017,547.97,560.59
22-01-2017,547.97,560.59
23-01-2017,547.97,560.59
24-01-2017,548.03,560.61
25-01-2017,547.92,560.66
26-01-2017,547.86,560.62
27-01-2017,548.23,560.96
28-01-2017,548.64,561.38
29-01-2017,548.64,561.38
30-01-2017,548.64,561.38
31-01-2017,548.75,561.42
01-02-2017,550.08,562.70
02-02-2017,550.14,562.77
03-02-2017,550.99,563.62
04-02-2017,551.63,564.19
05-02-2017,551.63,564.19
06-02-2017,551.63,564.19
07-02-2017,551.93,564.53
08-02-2017,553.10,565.82
09-02-2017,553.62,566.31
10-02-2017,553.65,566.38
11-02-2017,554.08,566.16
12-02-2017,554.08,566.16
13-02-2017,554.08,566.16
14-02-2017,554.18,566.77
15-02-2017,553.95,566.90
16-02-2017,554.50,567.49
17-02-2017,555.82,568.78
18-02-2017,555.98,568.92
19-02-2017,555.98,568.92
20-02-2017,555.98,568.92
21-02-2017,556.06,568.93
22-02-2017,555.93,568.90
23-02-2017,555.93,568.87
24-02-2017,555.76,568.77
25-02-2017,555.30,568.37
26-02-2017,555.30,568.37
27-02-2017,555.30,568.37
28-02-2017,555.19,568.16
01-03-2017,554.97,567.96
02-03-2017,554.65,567.29
03-03-2017,554.58,567.26
04-03-2017,554.60,567.27
05-03-2017,554.60,567.27
06-03-2017,554.60,567.27
07-03-2017,554.88,567.40
08-03-2017,554.82,567.44
09-03-2017,555.35,567.98
10-03-2017,555.41,568.09
11-03-2017,555.10,567.83
12-03-2017,555.10,567.83
13-03-2017,555.10,567.83
14-03-2017,555.09,567.72
15-03-2017,554.52,567.21
16-03-2017,553.57,566.17
17-03-2017,552.90,565.53
18-03-2017,551.81,564.43
19-03-2017,551.81,564.43
20-03-2017,551.81,564.43
21-03-2017,551.56,564.07
22-03-2017,551.44,564.04
23-03-2017,551.63,564.30
24-03-2017,552.11,564.85
25-03-2017,552.12,564.89
26-03-2017,552.12,564.89
27-03-2017,552.12,564.89
28-03-2017,552.48,565.11
29-03-2017,552.67,565.41
30-03-2017,553.27,566.11
31-03-2017,554.43,567.34
01-04-2017,554.47,567.36
02-04-2017,554.47,567.36
03-04-2017,554.47,567.36
04-04-2017,555.00,567.62
05-04-2017,555.46,568.13
06-04-2017,556.14,568.79
07-04-2017,556.36,568.99
08-04-2017,556.52,569.13
09-04-2017,556.52,569.13
10-04-2017,556.52,569.13
11-04-2017,556.57,569.28
12-04-2017,556.57,569.28
13-04-2017,555.36,568.20
14-04-2017,555.36,568.20
15-04-2017,555.36,568.20
16-04-2017,555.36,568.20
17-04-2017,555.36,568.20
18-04-2017,555.12,567.70
19-04-2017,554.88,567.62
20-04-2017,554.80,567.67
21-04-2017,554.85,567.67
22-04-2017,554.84,567.71
23-04-2017,554.84,567.71
24-04-2017,554.84,567.71
25-04-2017,555.19,567.88
26-04-2017,555.75,568.50
27-04-2017,556.79,569.56
28-04-2017,557.86,570.62
29-04-2017,557.90,570.72
30-04-2017,557.90,570.72
01-05-2017,557.90,570.72
02-05-2017,557.90,570.72
03-05-2017,558.49,571.14
04-05-2017,558.84,571.55
05-05-2017,559.43,572.04
06-05-2017,560.92,573.51
07-05-2017,560.92,573.51
08-05-2017,560.92,573.51
09-05-2017,561.84,574.48
10-05-2017,563.79,576.33
11-05-2017,564.18,576.74
12-05-2017,564.14,576.74
13-05-2017,564.43,577.03
14-05-2017,564.43,577.03
15-05-2017,564.43,577.03
16-05-2017,564.86,577.39
17-05-2017,566.31,578.94
18-05-2017,569.26,581.90
19-05-2017,570.71,583.37
20-05-2017,573.82,586.43
21-05-2017,573.82,586.43
22-05-2017,573.82,586.43
23-05-2017,577.98,590.57
24-05-2017,582.18,595.13
25-05-2017,585.56,598.49
26-05-2017,581.71,594.47
27-05-2017,574.06,587.25
28-05-2017,574.06,587.25
29-05-2017,574.06,587.25
30-05-2017,570.26,582.87
31-05-2017,567.37,580.12
01-06-2017,564.22,576.86
02-06-2017,562.76,575.67
03-06-2017,562.74,575.47
04-06-2017,562.74,575.47
05-06-2017,562.74,575.47
06-06-2017,562.80,575.40
07-06-2017,562.76,575.46
08-06-2017,562.88,575.52
09-06-2017,563.60,576.39
10-06-2017,564.56,577.40
11-06-2017,564.56,577.40
12-06-2017,564.56,577.40
13-06-2017,564.75,577.48
14-06-2017,564.71,577.53
15-06-2017,564.65,577.45
16-06-2017,564.67,577.46
17-06-2017,564.12,576.78
18-06-2017,564.12,576.78
19-06-2017,564.12,576.78
20-06-2017,564.18,576.83
21-06-2017,564.62,577.37
22-06-2017,564.65,577.39
23-06-2017,564.62,577.39
24-06-2017,564.58,577.39
25-06-2017,564.58,577.39
26-06-2017,564.58,577.39
27-06-2017,564.69,577.41
28-06-2017,564.55,577.39
29-06-2017,564.77,577.64
30-06-2017,567.09,579.87
01-07-2017,566.01,579.03
02-07-2017,566.01,579.03
03-07-2017,566.01,579.03
04-07-2017,568.31,575.38
05-07-2017,568.87,575.60
06-07-2017,569.67,575.13
07-07-2017,569.21,574.54
08-07-2017,569.30,574.83
09-07-2017,569.30,574.83
10-07-2017,569.30,574.83
11-07-2017,568.51,575.44
12-07-2017,569.99,575.00
13-07-2017,569.83,575.05
14-07-2017,568.48,574.01
15-07-2017,568.20,574.57
16-07-2017,568.20,574.57
17-07-2017,568.20,574.57
18-07-2017,568.39,574.99
19-07-2017,569.33,575.01
20-07-2017,569.70,574.39
21-07-2017,569.73,575.18
22-07-2017,568.90,575.25
23-07-2017,568.90,575.25
24-07-2017,568.90,575.25
25-07-2017,568.63,575.35
26-07-2017,568.63,575.35
27-07-2017,568.75,575.05
28-07-2017,569.68,574.58
29-07-2017,568.87,575.17
30-07-2017,568.87,575.17
31-07-2017,568.87,575.17
01-08-2017,568.96,575.59
02-08-2017,570.34,576.62
03-08-2017,570.34,576.62
04-08-2017,571.55,577.62
05-08-2017,571.50,577.62
06-08-2017,571.50,577.62
07-08-2017,571.50,577.62
08-08-2017,570.43,577.91
09-08-2017,572.26,578.44
10-08-2017,573.70,579.33
11-08-2017,573.54,578.83
12-08-2017,572.97,578.91
13-08-2017,572.97,578.91
14-08-2017,572.97,578.91
15-08-2017,572.88,578.66
16-08-2017,572.88,578.66
17-08-2017,572.09,578.02
18-08-2017,571.10,577.60
19-08-2017,571.60,577.40
20-08-2017,571.60,577.40
21-08-2017,571.60,577.40
22-08-2017,571.40,577.48
23-08-2017,572.08,577.14
24-08-2017,572.65,577.18
25-08-2017,572.34,577.52
26-08-2017,571.41,577.27
27-08-2017,571.41,577.27
28-08-2017,571.41,577.27
29-08-2017,571.05,577.53
30-08-2017,571.27,577.23
31-08-2017,571.91,577.42
01-09-2017,572.81,578.08
02-09-2017,572.70,578.78
03-09-2017,572.70,578.78
04-09-2017,572.70,578.78
05-09-2017,571.95,579.35
06-09-2017,574.36,579.71
07-09-2017,575.52,580.65
08-09-2017,576.17,580.87
09-09-2017,574.29,580.76
10-09-2017,574.29,580.76
11-09-2017,574.29,580.76
12-09-2017,574.41,580.63
13-09-2017,575.12,579.95
14-09-2017,574.94,579.82
15-09-2017,574.22,579.48
16-09-2017,574.22,579.48
17-09-2017,574.22,579.48
18-09-2017,574.22,579.48
19-09-2017,573.53,579.37
20-09-2017,573.44,578.91
21-09-2017,572.93,578.28
22-09-2017,572.55,577.96
23-09-2017,571.46,577.33
24-09-2017,571.46,577.33
25-09-2017,571.46,577.33
26-09-2017,570.37,577.11
27-09-2017,570.74,576.62
28-09-2017,570.52,575.13
29-09-2017,569.62,575.01
30-09-2017,568.33,574.13
01-10-2017,568.33,574.13
02-10-2017,568.33,574.13
03-10-2017,567.04,575.46
04-10-2017,569.57,575.46
05-10-2017,570.62,575.47
06-10-2017,571.73,575.76
07-10-2017,571.28,577.04
08-10-2017,571.28,577.04
09-10-2017,571.28,577.04
10-10-2017,571.37,577.87
11-10-2017,571.70,577.40
12-10-2017,571.33,576.74
13-10-2017,570.42,574.78
14-10-2017,568.13,573.78
15-10-2017,568.13,573.78
16-10-2017,568.13,573.78
17-10-2017,568.13,573.78
18-10-2017,566.69,573.16
19-10-2017,567.24,572.85
20-10-2017,567.30,572.42
21-10-2017,567.15,573.50
22-10-2017,567.15,573.50
23-10-2017,567.15,573.50
24-10-2017,566.52,573.20
25-10-2017,566.39,571.71
26-10-2017,567.21,571.94
27-10-2017,566.83,571.74
28-10-2017,566.02,572.36
29-10-2017,566.02,572.36
30-10-2017,566.02,572.36
31-10-2017,566.65,572.11
01-11-2017,566.23,571.69
02-11-2017,566.28,572.54
03-11-2017,567.65,572.56
04-11-2017,566.36,571.72
05-11-2017,566.36,571.72
06-11-2017,566.36,571.72
07-11-2017,565.77,572.71
08-11-2017,566.91,572.66
09-11-2017,567.08,572.37
10-11-2017,567.41,571.92
11-11-2017,566.92,572.06
12-11-2017,566.92,572.06
13-11-2017,566.92,572.06
14-11-2017,566.25,571.88
15-11-2017,565.96,571.11
16-11-2017,565.30,570.90
17-11-2017,564.76,569.83
18-11-2017,563.48,569.41
19-11-2017,563.48,569.41
20-11-2017,563.48,569.41
21-11-2017,561.75,568.80
22-11-2017,562.63,568.51
23-11-2017,562.57,568.37
24-11-2017,562.71,568.06
25-11-2017,563.36,568.04
26-11-2017,563.36,568.04
27-11-2017,563.36,568.04
28-11-2017,563.12,568.41
29-11-2017,562.81,568.47
30-11-2017,563.32,568.56
01-12-2017,563.42,568.13
02-12-2017,562.25,568.91
03-12-2017,562.25,568.91
04-12-2017,562.25,568.91
05-12-2017,563.12,568.42
06-12-2017,563.10,568.60
07-12-2017,563.53,568.75
08-12-2017,563.83,568.85
09-12-2017,562.34,569.00
10-12-2017,562.34,569.00
11-12-2017,562.34,569.00
12-12-2017,562.75,568.86
13-12-2017,562.90,568.65
14-12-2017,563.45,568.83
15-12-2017,563.72,568.08
16-12-2017,563.04,568.37
17-12-2017,563.04,568.37
18-12-2017,563.04,568.37
19-12-2017,562.94,568.59
20-12-2017,563.16,569.12
21-12-2017,563.81,570.03
22-12-2017,565.01,570.82
23-12-2017,563.70,571.05
24-12-2017,563.70,571.05
25-12-2017,563.70,571.05
26-12-2017,563.70,571.05
27-12-2017,565.26,570.96
28-12-2017,565.52,571.33
29-12-2017,566.42,572.56
30-12-2017,566.42,572.56
31-12-2017,566.42,572.56
01-01-2018,566.42,572.56
02-01-2018,566.42,572.56
03-01-2018,566.08,572.71
04-01-2018,566.76,572.25
05-01-2018,568.03,572.97
06-01-2018,566.03,572.42
07-01-2018,566.03,572.42
08-01-2018,566.03,572.42
09-01-2018,565.85,572.94
10-01-2018,566.99,572.79
11-01-2018,566.86,573.06
12-01-2018,567.17,572.38
13-01-2018,566.00,571.96
14-01-2018,566.00,571.96
15-01-2018,566.00,571.96
16-01-2018,565.29,571.51
17-01-2018,565.50,571.56
18-01-2018,565.85,570.47
19-01-2018,565.90,571.06
20-01-2018,565.61,571.73
21-01-2018,565.61,571.73
22-01-2018,565.61,571.73
23-01-2018,566.03,571.85
24-01-2018,566.23,572.02
25-01-2018,565.63,571.66
26-01-2018,566.40,571.12
27-01-2018,566.05,571.09
28-01-2018,566.05,571.09
29-01-2018,566.05,571.09
30-01-2018,565.90,571.61
31-01-2018,566.40,572.27
01-02-2018,566.31,573.22
02-02-2018,567.99,573.50
03-02-2018,567.54,574.09
04-02-2018,567.54,574.09
05-02-2018,567.54,574.09
06-02-2018,568.29,575.37
07-02-2018,569.80,576.51
08-02-2018,570.24,577.36
09-02-2018,571.48,576.75
10-02-2018,569.44,575.42
11-02-2018,569.44,575.42
12-02-2018,569.44,575.42
13-02-2018,567.69,574.55
14-02-2018,567.36,572.80
15-02-2018,566.51,572.34
16-02-2018,566.84,572.06
17-02-2018,566.64,572.54
18-02-2018,566.64,572.54
19-02-2018,566.64,572.54
20-02-2018,566.04,572.41
21-02-2018,566.26,572.88
22-02-2018,566.36,572.61
23-02-2018,566.83,572.58
24-02-2018,566.56,572.43
25-02-2018,566.56,572.43
26-02-2018,566.56,572.43
27-02-2018,566.69,572.84
28-02-2018,567.12,572.82
01-03-2018,566.62,572.84
02-03-2018,566.66,572.81
03-03-2018,566.32,572.78
04-03-2018,566.32,572.78
05-03-2018,566.32,572.78
06-03-2018,566.37,572.76
07-03-2018,566.64,571.74
08-03-2018,566.40,571.85
09-03-2018,566.53,571.77
10-03-2018,566.41,572.11
11-03-2018,566.41,572.11
12-03-2018,566.41,572.11
13-03-2018,565.84,572.34
14-03-2018,565.40,571.50
15-03-2018,564.78,569.91
16-03-2018,563.33,568.26
17-03-2018,562.68,568.66
18-03-2018,562.68,568.66
19-03-2018,562.68,568.66
20-03-2018,561.68,568.69
21-03-2018,561.80,568.08
22-03-2018,562.25,568.18
23-03-2018,562.80,567.45
24-03-2018,562.15,567.34
25-03-2018,562.15,567.34
26-03-2018,562.15,567.34
27-03-2018,562.04,568.08
28-03-2018,563.17,568.40
29-03-2018,562.40,569.31
30-03-2018,562.40,569.31
31-03-2018,562.40,569.31
01-04-2018,562.40,569.31
02-04-2018,562.40,569.31
03-04-2018,561.31,569.19
04-04-2018,561.98,569.33
05-04-2018,562.99,569.12
06-04-2018,564.13,569.87
07-04-2018,564.48,570.20
08-04-2018,564.48,570.20
09-04-2018,564.48,570.20
10-04-2018,562.47,568.88
11-04-2018,563.27,568.56
12-04-2018,563.27,568.56
13-04-2018,562.69,567.63
14-04-2018,562.07,567.00
15-04-2018,562.07,567.00
16-04-2018,562.07,567.00
17-04-2018,561.08,567.39
18-04-2018,561.10,567.47
19-04-2018,560.65,567.53
20-04-2018,561.21,566.82
21-04-2018,561.27,567.64
22-04-2018,561.27,567.64
23-04-2018,561.27,567.64
